"*SiteName","GAINS3_EventName","*Country","*StateProv","District","*Latitude","*Longitude","HabitatType","HabitatComment","LandscapeConversionGradient","*AnthropogenicChange","AnthropogenicChangeSecondary","*DomesticAnimals","OtherDomesticAnimals","*DateStarted","TimeStart","TimeDuration","*RecorderID","RecorderOther","*RecorderAffiliation","ArchivedData","SourceCertainty","*PrimaryInterface","OtherPrimaryInterface","SecondaryInterface","OtherSecondaryInterface","*ReasonForCollection","KnownSource","EventCustomColumns","ContainerID","ContainerType","Quantity","QuantityCertainty","QuantityUnit","SampleUnitID","*AnimalID (GAINS)","*AnimalID (Recorded As)","SampleDate","sampleUnitLatitude","sampleUnitLongitude","*IdentifiedBy","CircumstanceObservation","SampleLocation","*AnimalClassification","AnimalTaxa","*TaxonomicDescriptor","*SpeciesScientificName","SpeciesCommonNameEnglish","SpeciesCommonNameLocal","*IdentificationCertainty","TagBandID","Sex","AgeClass","Pregnant","WithYoung","Lactating","*ConditionAtSampling","ReportedAsConditionAtCapture","ConditionAtRelease","PreservationMethod","OtherConditionPreservation","Use","OtherUse","DestinationOfProduct","OriginKnown","OriginLocation","TimeSinceOrigin","Euthanasia","ClinicalSigns/GrossFindings","DiseaseSuspected","SuspectedDisease","Necropsy/Exam","FieldNecropsyResults","BodyMeasurementBodyPartType","BodyMeasurementUnit","BodyMeasurementValue","Part","PartDescription","PerceivedRateOfSale","PerceivedRateSaleTimeUnit","PriceUnitLocal","PriceUnitUSD","VendorQuantity","VendorQuantityUnit","VendorQuantityCertainty","ButcheringActivity","Butcher","ButcherObservableRiskFactors","ButcherReducesBloodContact","Quarter","sampleUnitNotes","sampleUnitCustomColumns","SpecimenID","SpecimenIDBarcode","SpecimenDate","SpecimenType","SpecimenTypeDescriptor","SpecimenCondition","SpecimenComments","SamplingMethod","SampleAliquotted","AliquotID","SampleContainer","StorageMedium","FieldStorageMethod","LaboratoryStorageMethod","SpecimenLocationFacilityName","SpecimenLocationInLab","SpecimenLocationFacilityAddress","TimeFromCollectionToFreezing","BloodCollectionTube","PlasmaCollected","SerumCollected","MethodOfSerumPlasmaCollection","VolumeOfSerumPlasma","Notes","SpecimenCustomColumns","DateCreated","EntryID","InPurgatory"
"Djadom, 14 km after Nkolakaye, south of Ngoila.","Djadom, 14 km after Nkolakaye, south of Ngoila.-2010-01-24","Cameroon","East","","2.426","14.021","","","","","","","","2010-01-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO30933","","","","","6831","GVF-CM-ECO30933","","2010-01-24","","","hunter","","","Wild","Other Mammals","Cephalophus silvicultor","Cephalophus silvicultor","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18869","GVF-CM-ECO30933NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Djadom, 14 km after Nkolakaye, south of Ngoila.","Djadom, 14 km after Nkolakaye, south of Ngoila.-2010-01-24","Cameroon","East","","2.426","14.021","","","","","","","","2010-01-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO30936","","","","","6832","GVF-CM-ECO30936","","2010-01-24","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18160","GVF-CM-ECO30936NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Djadom, 14 km after Nkolakaye, south of Ngoila.","Djadom, 14 km after Nkolakaye, south of Ngoila.-2010-01-24","Cameroon","East","","2.426","14.021","","","","","","","","2010-01-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO30937","","","","","6833","GVF-CM-ECO30937","","2010-01-24","","","hunter","","","Wild","Primates","Cercopithecus pogonias","Cercopithecus pogonias","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18161","GVF-CM-ECO30937NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Djadom, 14 km after Nkolakaye, south of Ngoila.","Djadom, 14 km after Nkolakaye, south of Ngoila.-2010-01-24","Cameroon","East","","2.426","14.021","","","","","","","","2010-01-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84781","","","","","6834","GVF-CM-ECO84781","","2010-01-24","","","hunter","","","Wild","Other Mammals","Cephalophus callipygus","Cephalophus callipygus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18829","GVF-CM-ECO84781NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Djadom, 14 km after Nkolakaye, south of Ngoila.","Djadom, 14 km after Nkolakaye, south of Ngoila.-2010-01-24","Cameroon","East","","2.426","14.021","","","","","","","","2010-01-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84782","","","","","6835","GVF-CM-ECO84782","","2010-01-24","","","hunter","","","Wild","Other Mammals","Hyemoschus aquaticus","Hyemoschus aquaticus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18830","GVF-CM-ECO84782NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Djadom, 14 km after Nkolakaye, south of Ngoila.","Djadom, 14 km after Nkolakaye, south of Ngoila.-2010-01-24","Cameroon","East","","2.426","14.021","","","","","","","","2010-01-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84783","","","","","6836","GVF-CM-ECO84783","","2010-01-24","","","hunter","","","Wild","Other Mammals","Hyemoschus aquaticus","Hyemoschus aquaticus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18831","GVF-CM-ECO84783NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Djadom, 14 km after Nkolakaye, south of Ngoila.","Djadom, 14 km after Nkolakaye, south of Ngoila.-2010-01-24","Cameroon","East","","2.426","14.021","","","","","","","","2010-01-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84785","","","","","6837","GVF-CM-ECO84785","","2010-01-24","","","hunter","","","Wild","Other Mammals","Cephalophus silvicultor","Cephalophus silvicultor","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18832","GVF-CM-ECO84785NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Djadom, 14 km after Nkolakaye, south of Ngoila.","Djadom, 14 km after Nkolakaye, south of Ngoila.-2010-01-24","Cameroon","East","","2.426","14.021","","","","","","","","2010-01-24","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84786","","","","","6838","GVF-CM-ECO84786","","2010-01-24","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18833","GVF-CM-ECO84786NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO31290","","","","","6839","GVF-CM-ECO31290","","2010-03-09","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18176","GVF-CM-ECO31290NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO31294","","","","","6840","GVF-CM-ECO31294","","2010-03-09","","","hunter","","","Wild","Primates","Cercopithecus pogonias","Cercopithecus pogonias","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18177","GVF-CM-ECO31294NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84650","","","","","6841","GVF-CM-ECO84650","","2010-03-09","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18472","GVF-CM-ECO84650DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84651","","","","","6842","GVF-CM-ECO84651","","2010-03-09","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18525","GVF-CM-ECO84651DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84652","","","","","6843","GVF-CM-ECO84652","","2010-03-09","","","hunter","","","Wild","Primates","Cercopithecus pogonias","Cercopithecus pogonias","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18543","GVF-CM-ECO84652DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84653","","","","","6844","GVF-CM-ECO84653","","2010-03-09","","","hunter","","","Wild","Other Mammals","Hyemoschus aquaticus","Hyemoschus aquaticus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18544","GVF-CM-ECO84653DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84654","","","","","6845","GVF-CM-ECO84654","","2010-03-09","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18545","GVF-CM-ECO84654DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84656","","","","","6447","GVF-CM-ECO84656","","2010-03-09","","","hunter","","","Wild","Other Mammals","Hyemoschus aquaticus","Hyemoschus aquaticus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18547","GVF-CM-ECO84656DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84657","","","","","6448","GVF-CM-ECO84657","","2010-03-09","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18548","GVF-CM-ECO84657DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84658","","","","","6449","GVF-CM-ECO84658","","2010-03-09","","","hunter","","","Wild","Primates","Cercopithecus pogonias","Cercopithecus pogonias","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18549","GVF-CM-ECO84658DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84659","","","","","6450","GVF-CM-ECO84659","","2010-03-09","","","hunter","","","Wild","Reptiles","Kinixys erosa","Kinixys erosa","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18550","GVF-CM-ECO84659DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84840","","","","","6451","GVF-CM-ECO84840","","2010-03-09","","","hunter","","","Wild","Primates","Cercopithecus cephus","Cercopithecus cephus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18134","GVF-CM-ECO84840NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84841","","","","","6452","GVF-CM-ECO84841","","2010-03-09","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18135","GVF-CM-ECO84841NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84842","","","","","6453","GVF-CM-ECO84842","","2010-03-09","","","hunter","","","Wild","Other Mammals","Cephalophus silvicultor","Cephalophus silvicultor","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18136","GVF-CM-ECO84842NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84843","","","","","6454","GVF-CM-ECO84843","","2010-03-09","","","hunter","","","Wild","Other Mammals","Potamochoerus larvatus","Potamochoerus larvatus","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18137","GVF-CM-ECO84843NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84844","","","","","6455","GVF-CM-ECO84844","","2010-03-09","","","hunter","","","Wild","Primates","Cercopithecus nictitans","Cercopithecus nictitans","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18138","GVF-CM-ECO84844NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84845","","","","","6456","GVF-CM-ECO84845","","2010-03-09","","","hunter","","","Wild","Other Mammals","Cephalophus silvicultor","Cephalophus silvicultor","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18139","GVF-CM-ECO84845NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84846","","","","","6457","GVF-CM-ECO84846","","2010-03-09","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18140","GVF-CM-ECO84846DN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84847","","","","","6458","GVF-CM-ECO84847","","2010-03-09","","","hunter","","","Wild","Primates","Colobus guereza","Colobus guereza","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18141","GVF-CM-ECO84847NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84848","","","","","6459","GVF-CM-ECO84848","","2010-03-09","","","hunter","","","Wild","Other Mammals","Cephalophus silvicultor","Cephalophus silvicultor","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18142","GVF-CM-ECO84848NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84849","","","","","6460","GVF-CM-ECO84849","","2010-03-09","","","hunter","","","Wild","Primates","Cercopithecus pogonias","Cercopithecus pogonias","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18143","GVF-CM-ECO84849NGDN1","2011-02-27","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"Etekessang, north of Ngoila","Etekessang, north of Ngoila-2010-03-09","Cameroon","East","","2.689","14.003","","","","","","","","2010-03-09","00:00:00","","Joseph Diffo","","GVFI","False","","hunted","","","","Active surveillance","","","GVF-CM-ECO84655","","","","","6421","GVF-CM-ECO84655","","2010-03-09","","","hunter","","","Wild","Other Mammals","Cephalophus monticola","Cephalophus monticola","","","Estimate","","Unknown","Unknown","","","","Killed (fresh carcass)","True","","","","","","","","","","","","Unknown","","","","","","","","","","","","","","","","","","","","FY1 Q2:  Jan 1 - Mar 31, 2010","","","18546","GVF-CM-ECO84655DN1","2011-02-22","Blood drop (protein saver) ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"In Defense of Animals - Cameroon","In Defense of Animals - Cameroon-Dec 13 2010","Cameroon","Centre","","4.9","13.2","","","","","","","","2010-12-13","00:00:00","","Ahmadou","","GVFI","False","","sanctuary","","","","Active surveillance","","","GVF-CM-ECO52007","","","","","6461","GVF-CM-ECO52007","","2010-12-13","","","hunter","","","Captive Wild","Primates","Pan troglodytes","Pan troglodytes","","","Estimate","","Female","","","","","Sick","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","18769","GVF-CM-ECO52007BC1","2011-02-14","Buffy coat ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"In Defense of Animals - Cameroon","In Defense of Animals - Cameroon-Dec 13 2010","Cameroon","Centre","","4.9","13.2","","","","","","","","2010-12-13","00:00:00","","Ahmadou","","GVFI","False","","sanctuary","","","","Active surveillance","","","GVF-CM-ECO52007","","","","","6461","GVF-CM-ECO52007","","2010-12-13","","","hunter","","","Captive Wild","Primates","Pan troglodytes","Pan troglodytes","","","Estimate","","Female","","","","","Sick","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","18770","GVF-CM-ECO52007C1","2011-02-14","Red blood cells ","","","","","","","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"In Defense of Animals - Cameroon","In Defense of Animals - Cameroon-Dec 13 2010","Cameroon","Centre","","4.9","13.2","","","","","","","","2010-12-13","00:00:00","","Ahmadou","","GVFI","False","","sanctuary","","","","Active surveillance","","","GVF-CM-ECO52007","","","","","6461","GVF-CM-ECO52007","","2010-12-13","","","hunter","","","Captive Wild","Primates","Pan troglodytes","Pan troglodytes","","","Estimate","","Female","","","","","Sick","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","18771","GVF-CM-ECO52007P1","2011-02-14","Plasma ","","","","","Yes","GVF-CM-ECO52007P1","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
"In Defense of Animals - Cameroon","In Defense of Animals - Cameroon-Dec 13 2010","Cameroon","Centre","","4.9","13.2","","","","","","","","2010-12-13","00:00:00","","Ahmadou","","GVFI","False","","sanctuary","","","","Active surveillance","","","GVF-CM-ECO52007","","","","","6461","GVF-CM-ECO52007","","2010-12-13","","","hunter","","","Captive Wild","Primates","Pan troglodytes","Pan troglodytes","","","Estimate","","Female","","","","","Sick","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FY2 Q1:  Oct 1 - Dec 31, 2010","","","18772","GVF-CM-ECO52007P2","2011-02-14","Plasma ","","","","","Yes","GVF-CM-ECO52007P2","","","","","","","","","","","","","","","","3/11/2011 6:35:51 PM","","False"
